# t, x
4.033333333333328774e+00,6.220421252643854260e+00
4.066666666666661989e+00,5.751951686178868428e+00
4.099999999999995204e+00,5.831575686427616034e+00
4.133333333333328419e+00,6.026874390815510907e+00
4.166666666666661634e+00,6.662965894776342601e+00
4.199999999999994849e+00,7.071140914978986558e+00
4.233333333333328063e+00,7.332660096604454836e+00
4.266666666666661278e+00,7.240047566453649885e+00
4.299999999999994493e+00,7.346907546492634999e+00
4.333333333333327708e+00,7.801572034272739486e+00
4.366666666666660923e+00,6.929647762370910513e+00
4.399999999999994138e+00,6.831505008910992771e+00
4.433333333333327353e+00,6.766789140262515545e+00
4.466666666666660568e+00,7.998125335757417353e+00
4.499999999999993783e+00,8.476700886325799544e+00
4.533333333333326998e+00,8.561555370941098531e+00
4.566666666666660213e+00,8.648490096773594260e+00
4.599999999999993427e+00,8.401956106856122375e+00
4.633333333333326642e+00,7.915574788671125184e+00
4.666666666666659857e+00,7.754681375275732869e+00
4.699999999999993072e+00,8.336447150224708835e+00
4.733333333333326287e+00,8.577006210558174359e+00
4.766666666666659502e+00,8.565503488225102657e+00
4.799999999999992717e+00,8.679926562599177942e+00
4.833333333333325932e+00,9.458459977797906149e+00
4.866666666666659147e+00,8.958128130250004872e+00
4.899999999999992362e+00,8.390934662536606581e+00
4.933333333333325577e+00,8.464237386316899148e+00
4.966666666666658791e+00,8.812005536263002980e+00
4.999999999999992006e+00,8.793274448241360730e+00
