# t, x
0.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333287e-02,3.053339228626579804e-01
6.666666666666666574e-02,2.818264696635055522e-01
1.000000000000000056e-01,-2.384073008992907416e-01
1.333333333333333315e-01,-6.051722412442888110e-01
1.666666666666666574e-01,-1.267587236628733849e-01
1.999999999999999833e-01,1.991848006279623440e-01
2.333333333333333093e-01,1.024083599255624782e-01
2.666666666666666630e-01,2.864583474045109823e-01
2.999999999999999889e-01,3.063738800289368958e-01
3.333333333333333148e-01,-6.675587737935868571e-01
3.666666666666666408e-01,-1.722355129445533040e-01
3.999999999999999667e-01,4.380787252188544922e-03
4.333333333333332926e-01,1.226873566057220810e-01
4.666666666666666186e-01,2.250446809773540835e-01
4.999999999999999445e-01,5.489996886970013867e-02
5.333333333333333259e-01,-1.301474395859388566e-01
5.666666666666666519e-01,-1.649006910017604410e-02
5.999999999999999778e-01,-3.167326314140366805e-01
6.333333333333333037e-01,-8.337806047733065107e-01
6.666666666666666297e-01,-9.248833031156222795e-01
6.999999999999999556e-01,-8.257698268236512984e-01
7.333333333333332815e-01,1.595642708350830663e-01
7.666666666666666075e-01,1.166745532708576005e-01
7.999999999999999334e-01,8.667473787319567302e-01
8.333333333333332593e-01,7.885285712388679924e-01
8.666666666666665853e-01,9.326896013487706583e-02
8.999999999999999112e-01,-8.970687438213312825e-01
9.333333333333332371e-01,-2.923255215927018646e-01
9.666666666666665630e-01,4.742478560679758148e-02
9.999999999999998890e-01,1.748415180801346780e-01
1.033333333333333215e+00,1.109203245921448255e+00
1.066666666666666652e+00,1.246062382698997828e+00
1.100000000000000089e+00,9.965123883706976660e-01
1.133333333333333526e+00,1.781716496452069531e+00
1.166666666666666963e+00,1.963065776204699686e+00
1.200000000000000400e+00,1.899965199139681760e+00
1.233333333333333837e+00,1.469606817018049405e+00
1.266666666666667274e+00,1.532172319983945208e+00
1.300000000000000711e+00,1.643981738562331429e+00
1.333333333333334147e+00,1.427574718171308987e+00
1.366666666666667584e+00,7.994759951960962452e-01
1.400000000000001021e+00,1.424603934242091752e+00
1.433333333333334458e+00,1.027546087309814560e+00
1.466666666666667895e+00,1.238316101483421416e+00
1.500000000000001332e+00,1.603798751769454523e+00
1.533333333333334769e+00,1.896047370758969119e+00
1.566666666666668206e+00,2.336062501107814882e+00
1.600000000000001643e+00,1.877257249691119290e+00
1.633333333333335080e+00,1.602530159956720324e+00
1.666666666666668517e+00,1.645112500786959364e+00
1.700000000000001954e+00,1.434375922895827937e+00
1.733333333333335391e+00,1.266213306126527938e+00
1.766666666666668828e+00,1.494818377238305462e+00
1.800000000000002265e+00,1.910649084409300702e+00
1.833333333333335702e+00,1.970620102097158766e+00
1.866666666666669139e+00,2.602066582527350569e+00
1.900000000000002576e+00,2.759165070114248053e+00
1.933333333333336013e+00,2.614915947442806310e+00
1.966666666666669450e+00,2.072754330658178379e+00
2.000000000000002665e+00,2.398260738394525582e+00
2.033333333333335879e+00,1.812711122242225859e+00
2.066666666666669094e+00,2.374376265560916188e+00
2.100000000000002309e+00,2.337771636489351490e+00
2.133333333333335524e+00,4.090031586649585549e+00
2.166666666666668739e+00,4.278232387155162186e+00
2.200000000000001954e+00,4.202244930174444448e+00
2.233333333333335169e+00,3.901422647165757152e+00
2.266666666666668384e+00,3.549680663601790354e+00
2.300000000000001599e+00,4.509886273880434615e+00
2.333333333333334814e+00,4.618903382037246708e+00
2.366666666666668029e+00,4.811979094183104877e+00
2.400000000000001243e+00,4.652354678921929221e+00
2.433333333333334458e+00,6.398493717265909986e+00
2.466666666666667673e+00,7.255405952434045069e+00
2.500000000000000888e+00,7.607525349479674404e+00
2.533333333333334103e+00,7.238387538319717152e+00
2.566666666666667318e+00,6.567126287475598900e+00
2.600000000000000533e+00,6.005955873917026011e+00
2.633333333333333748e+00,6.557011421140090945e+00
2.666666666666666963e+00,6.572387218906140305e+00
2.700000000000000178e+00,6.601090795103009334e+00
2.733333333333333393e+00,7.339931359957158286e+00
2.766666666666666607e+00,6.124592503205897209e+00
2.799999999999999822e+00,6.419340985535082034e+00
2.833333333333333037e+00,6.633441362128448482e+00
2.866666666666666252e+00,6.980357075707902759e+00
2.899999999999999467e+00,6.526196527110123213e+00
2.933333333333332682e+00,7.576733490946330640e+00
2.966666666666665897e+00,7.499519411576089922e+00
2.999999999999999112e+00,7.262637388747274159e+00
3.033333333333332327e+00,6.850856547854204948e+00
3.066666666666665542e+00,6.191829021593775906e+00
3.099999999999998757e+00,6.155957138417531560e+00
3.133333333333331971e+00,4.972604597212857414e+00
3.166666666666665186e+00,6.017998085627657368e+00
3.199999999999998401e+00,7.012119948111138257e+00
3.233333333333331616e+00,6.553406451365964891e+00
3.266666666666664831e+00,6.836159613469053653e+00
3.299999999999998046e+00,7.326766845232789649e+00
3.333333333333331261e+00,8.155672577064837725e+00
3.366666666666664476e+00,7.696008028885460206e+00
3.399999999999997691e+00,8.308656594953459873e+00
3.433333333333330906e+00,7.263829895961531058e+00
3.466666666666664121e+00,7.009680191682311268e+00
3.499999999999997335e+00,6.679689978122535621e+00
3.533333333333330550e+00,7.711619746503433959e+00
3.566666666666663765e+00,7.712743802971088414e+00
3.599999999999996980e+00,7.865491396519688649e+00
3.633333333333330195e+00,7.142405904627543656e+00
3.666666666666663410e+00,7.681776250912049520e+00
3.699999999999996625e+00,7.829537440572937435e+00
3.733333333333329840e+00,8.199810028116509386e+00
3.766666666666663055e+00,6.663712338226519982e+00
3.799999999999996270e+00,6.069450575655925384e+00
3.833333333333329485e+00,5.945232695137752543e+00
3.866666666666662699e+00,5.554171250263769011e+00
3.899999999999995914e+00,5.991158466814395567e+00
3.933333333333329129e+00,5.852511164330207905e+00
3.966666666666662344e+00,5.488229220388329388e+00
3.999999999999995559e+00,5.738393457811992171e+00
