# Lepton 1 Charge, Lepton 2 Charge, Lepton 3 Charge, Lepton 4 Charge, Lepton 1 Type, Lepton 2 Type, Lepton 3 Type, Lepton 4 Type, Lepton 1 E, Lepton 2 E, Lepton 3 E, Lepton 4 E, Lepton 1 pt, Lepton 2 pt, Lepton 3 pt, Lepton 4 pt, Lepton 1 eta, Lepton 2 eta, Lepton 3 eta, Lepton 4 eta, Lepton 1 phi, Lepton 2 phi, Lepton 3 phi, Lepton 4 phi
1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.514294062500000000e+05,2.733312304687500000e+04,7.323563281250000000e+04,1.140969531250000000e+04,5.356125781250000000e+04,2.444251953125000000e+04,2.425119531250000000e+04,1.017474804687500000e+04,1.699585437774658203e+00,4.816661775112152100e-01,-1.769748806953430176e+00,-4.878421425819396973e-01,2.676894903182983398e+00,-1.330434978008270264e-01,4.674789309501647949e-01,-2.549943685531616211e+00
-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,4.176813671875000000e+04,8.658980468750000000e+04,1.086578710937500000e+04,1.060920214843750000e+04,4.176750781250000000e+04,4.174924218750000000e+04,1.083644042968750000e+04,9.943604492187500000e+03,-5.481075961142778397e-03,-1.358690023422241211e+00,-7.357937842607498169e-02,3.637355566024780273e-01,1.513682842254638672e+00,-1.706272840499877930e+00,1.804163694381713867e+00,-2.790454387664794922e+00
1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.300000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,1.634727187500000000e+05,6.331248437500000000e+04,9.541518750000000000e+04,4.457262109375000000e+04,1.096062968750000000e+05,6.278001562500000000e+04,5.820589843750000000e+04,1.393410839843750000e+04,-9.547398090362548828e-01,1.301500797271728516e-01,-1.077795505523681641e+00,-1.830544829368591309e+00,1.680214166641235352e+00,-1.672362208366394043e+00,-9.211979508399963379e-01,-1.362745285034179688e+00
1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,1.258437187500000000e+05,3.797382812500000000e+04,1.575830000000000000e+05,4.640076953125000000e+04,4.261584375000000000e+04,3.792355078125000000e+04,3.735541406250000000e+04,8.403933593750000000e+03,1.745974183082580566e+00,-5.141117796301841736e-02,2.118267297744750977e+00,2.393459796905517578e+00,1.161166787147521973e+00,-8.739688992500305176e-01,-2.096374988555908203e+00,-1.638976931571960449e+00
1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,5.673912890625000000e+04,4.119141406250000000e+04,4.117776171875000000e+04,4.972152343750000000e+04,5.666501171875000000e+04,3.448181250000000000e+04,2.722018359375000000e+04,1.505122363281250000e+04,5.110730975866317749e-02,-6.141300797462463379e-01,-9.737553596496582031e-01,1.864387512207031250e+00,1.514895200729370117e+00,-8.970632553100585938e-01,4.213301539421081543e-01,-1.782397866249084473e+00
1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.300000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,4.324927500000000000e+05,6.815190625000000000e+04,1.558013906250000000e+05,1.418772500000000000e+05,5.882544921875000000e+04,4.796886718750000000e+04,4.202717187500000000e+04,3.814234375000000000e+04,-2.683480739593505859e+00,8.878828883171081543e-01,1.984704375267028809e+00,-1.988204956054687500e+00,-1.046198964118957520e+00,-2.155197620391845703e+00,1.609305620193481445e+00,1.294038295745849609e+00
-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.100000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,6.723139843750000000e+04,1.601264062500000000e+05,3.063468164062500000e+04,1.648618554687500000e+04,6.292210546875000000e+04,2.533777343750000000e+04,2.504978906250000000e+04,1.448235839843750000e+04,-3.680175244808197021e-01,-2.530494928359985352e+00,6.559374332427978516e-01,5.201211571693420410e-01,-1.525699257850646973e+00,2.356254816055297852e+00,1.328591585159301758e+00,-1.476699233055114746e+00
-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,5.699142578125000000e+04,1.481263964843750000e+04,7.952498535156250000e+03,9.388840820312500000e+03,5.020819140625000000e+04,1.046507421875000000e+04,7.705164550781250000e+03,7.522797363281250000e+03,-5.141305923461914062e-01,-8.825946450233459473e-01,2.527033984661102295e-01,6.905438899993896484e-01,6.936205029487609863e-01,4.498830139636993408e-01,-2.649849653244018555e-01,-2.701688408851623535e-01
1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.100000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,2.057677343750000000e+05,1.854160351562500000e+04,3.906060937500000000e+04,8.563592773437500000e+03,6.602994531250000000e+04,1.746308398437500000e+04,1.426279980468750000e+04,7.664109375000000000e+03,-1.802988290786743164e+00,3.496217429637908936e-01,-1.665468215942382812e+00,-4.796974062919616699e-01,1.246282815933227539e+00,2.658324003219604492e+00,-8.840094804763793945e-01,-1.348371744155883789e+00
1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.100000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,2.800186250000000000e+05,8.731546875000000000e+04,5.681059375000000000e+04,1.096191328125000000e+05,1.055090156250000000e+05,7.214429687500000000e+04,3.042813671875000000e+04,2.780981640625000000e+04,-1.631659507751464844e+00,-6.376605033874511719e-01,-1.236543655395507812e+00,-2.048276901245117188e+00,5.914630889892578125e-01,-2.188963413238525391e+00,1.272114515304565430e+00,3.089049339294433594e+00
-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,5.734300781250000000e+04,5.039485156250000000e+04,6.772335156250000000e+04,5.885899218750000000e+04,5.690197265625000000e+04,4.774499218750000000e+04,3.739223046875000000e+04,1.926190820312500000e+04,-1.244248300790786743e-01,-3.316453695297241211e-01,1.200334787368774414e+00,-1.782244205474853516e+00,1.363882303237915039e+00,-1.627859354019165039e+00,2.729105472564697266e+00,1.939392328262329102e+00
-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,1.867022656250000000e+05,1.434417031250000000e+05,6.124911718750000000e+04,4.403645703125000000e+04,1.582244531250000000e+05,1.344337187500000000e+05,4.362542968750000000e+04,2.657199804687500000e+04,5.913199782371520996e-01,3.640643358230590820e-01,8.710624575614929199e-01,1.091515183448791504e+00,2.555993795394897461e+00,-2.462016642093658447e-01,2.502788603305816650e-01,-1.642433881759643555e+00
-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,4.267815625000000000e+04,1.395939218750000000e+05,2.062796289062500000e+04,7.840293457031250000e+03,3.825362500000000000e+04,2.399058203125000000e+04,1.657190820312500000e+04,7.816893066406250000e+03,-4.764445722103118896e-01,-2.446756362915039062e+00,6.860903501510620117e-01,-7.735747098922729492e-02,1.396086931228637695e+00,-3.022047042846679688e+00,1.199172616004943848e+00,-1.852978467941284180e+00
-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,2.359976718750000000e+05,1.287776796875000000e+05,5.757097656250000000e+04,1.898488867187500000e+04,4.116232421875000000e+04,2.617925585937500000e+04,1.236640039062500000e+04,1.020558007812500000e+04,-2.431751966476440430e+00,-2.275771379470825195e+00,-2.219440937042236328e+00,-1.232206225395202637e+00,2.860457420349121094e+00,-6.124094128608703613e-01,2.534483432769775391e+00,5.575190186500549316e-01
1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,2.340338125000000000e+05,1.849055000000000000e+05,4.653849609375000000e+04,2.038264843750000000e+04,9.155272656250000000e+04,5.115233203125000000e+04,1.938930273437500000e+04,1.848610351562500000e+04,-1.591036200523376465e+00,1.958477854728698730e+00,-1.522177934646606445e+00,-4.491887092590332031e-01,-3.011124849319458008e+00,2.442416250705718994e-01,3.024761974811553955e-01,4.117872740607708693e-04
1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.100000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,9.981278125000000000e+04,1.517742031250000000e+05,2.409698437500000000e+04,1.789566796875000000e+04,7.264378125000000000e+04,5.780240234375000000e+04,2.292129492187500000e+04,1.717496875000000000e+04,8.399621248245239258e-01,-1.620101690292358398e+00,-3.189354240894317627e-01,2.886315286159515381e-01,1.093260884284973145e+00,-1.424081921577453613e+00,-2.462413549423217773e+00,2.532435655593872070e+00
1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,4.375078906250000000e+04,4.921007812500000000e+04,9.717765625000000000e+03,9.147196289062500000e+03,2.838856054687500000e+04,2.707543164062500000e+04,9.025338867187500000e+03,9.025225585937500000e+03,-9.983481764793395996e-01,1.204533815383911133e+00,3.892527520656585693e-01,1.638097912073135376e-01,1.467788219451904297e+00,-1.815614819526672363e+00,3.185586631298065186e-02,1.630518883466720581e-01
1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,5.957711718750000000e+04,4.069219531250000000e+04,2.027698828125000000e+04,8.450016601562500000e+03,5.888270312500000000e+04,4.012741796875000000e+04,1.942878320312500000e+04,8.405055664062500000e+03,-1.534278839826583862e-01,1.675812751054763794e-01,2.944254279136657715e-01,-1.033881157636642456e-01,-6.222915649414062500e-01,-2.951514720916748047e+00,-9.092767238616943359e-01,-2.255917072296142578e+00
1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.534019531250000000e+05,2.181081054687500000e+04,1.936447460937500000e+04,1.369784277343750000e+04,8.951590625000000000e+04,1.715893554687500000e+04,1.227750585937500000e+04,8.886774414062500000e+03,1.133123755455017090e+00,-7.206533551216125488e-01,-1.028502702713012695e+00,-9.985072612762451172e-01,-1.057400584220886230e+00,-1.657013654708862305e+00,1.773395180702209473e+00,1.474012136459350586e+00
-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,3.276983750000000000e+05,9.722207812500000000e+04,1.420332031250000000e+04,1.704347070312500000e+04,6.701153906250000000e+04,5.943085937500000000e+04,1.405633886718750000e+04,1.336867187500000000e+04,-2.269753932952880859e+00,-1.075185537338256836e+00,-1.444880664348602295e-01,-7.254161834716796875e-01,2.490886002779006958e-01,-2.910782098770141602e+00,2.972277641296386719e+00,-4.593860805034637451e-01
1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,1.612364843750000000e+05,5.331342500000000000e+05,1.476306406250000000e+05,7.424776562500000000e+04,1.031016406250000000e+05,7.333678906250000000e+04,2.840174023437500000e+04,2.504692968750000000e+04,1.017479658126831055e+00,2.672093629837036133e+00,2.332026243209838867e+00,1.750055432319641113e+00,7.569979131221771240e-02,1.310232579708099365e-01,9.610710144042968750e-01,-2.648668766021728516e+00
1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,7.704358593750000000e+04,4.679601953125000000e+04,1.057139843750000000e+05,6.668158593750000000e+04,5.537691796875000000e+04,4.676895312500000000e+04,2.996225000000000000e+04,1.000162011718750000e+04,-8.580350875854492188e-01,3.394380956888198853e-02,-1.933229804039001465e+00,-2.584655284881591797e+00,-2.003256380558013916e-01,2.405131101608276367e+00,2.695914983749389648e+00,-2.765092134475708008e+00
1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,9.353825781250000000e+04,2.788376953125000000e+04,4.710508203125000000e+04,9.408471679687500000e+03,7.592477343750000000e+04,2.680258203125000000e+04,1.616423925781250000e+04,7.978198242187500000e+03,-6.686300635337829590e-01,2.830921113491058350e-01,-1.731893420219421387e+00,-5.901837944984436035e-01,-2.799404263496398926e-01,-6.280221045017242432e-02,1.958558440208435059e+00,-2.438232421875000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.301852500000000000e+05,6.604775781250000000e+04,4.014481250000000000e+04,1.759337890625000000e+04,4.070647656250000000e+04,2.303665234375000000e+04,1.730458984375000000e+04,9.550809570312500000e+03,-1.830327510833740234e+00,-1.714534759521484375e+00,-1.484594941139221191e+00,-1.220543384552001953e+00,1.299456238746643066e+00,-1.657669901847839355e+00,-2.289487123489379883e+00,-1.186537861824035645e+00
1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,2.232939218750000000e+05,7.546628906250000000e+04,5.165896093750000000e+04,1.766355273437500000e+04,8.755614843750000000e+04,7.535742187500000000e+04,3.390291015625000000e+04,1.701587109375000000e+04,1.588490962982177734e+00,-5.374554172158241272e-02,9.833551049232482910e-01,2.749765515327453613e-01,4.087572097778320312e-01,-1.672577261924743652e+00,-2.654248237609863281e+00,1.292273402214050293e+00
1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.970498281250000000e+05,1.468272031250000000e+05,2.652783398437500000e+04,1.523136132812500000e+04,1.925506250000000000e+05,3.805633593750000000e+04,2.632106835937500000e+04,1.050560937500000000e+04,2.157581448554992676e-01,2.026101112365722656e+00,-1.251982897520065308e-01,-9.160968065261840820e-01,-7.720876932144165039e-01,-2.918452978134155273e+00,5.343918800354003906e-01,-2.501703023910522461e+00
-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,7.192035937500000000e+04,3.923846875000000000e+04,2.133019921875000000e+04,2.386096679687500000e+04,7.179742187500000000e+04,2.717941015625000000e+04,1.919283593750000000e+04,1.546787500000000000e+04,5.851202830672264099e-02,-9.102500081062316895e-01,-4.676360189914703369e-01,-9.996032118797302246e-01,-6.021861433982849121e-01,-2.053197622299194336e+00,-6.987724304199218750e-01,7.145825028419494629e-02
-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,5.265169140625000000e+04,2.936518359375000000e+04,1.805782226562500000e+04,1.264528222656250000e+04,4.812803125000000000e+04,2.907171093750000000e+04,1.458864062500000000e+04,1.050065136718750000e+04,-4.302455782890319824e-01,1.419707834720611572e-01,-6.766257882118225098e-01,-6.286520957946777344e-01,-2.902208566665649414e+00,-1.494040787220001221e-01,5.470475554466247559e-01,5.858861207962036133e-01
-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,3.200168750000000000e+04,1.918890234375000000e+04,1.981769140625000000e+04,2.584974023437500000e+04,2.785657226562500000e+04,1.914754882812500000e+04,1.103382031250000000e+04,7.638258789062500000e+03,-5.389832854270935059e-01,-6.571013480424880981e-02,-1.190274477005004883e+00,-1.889689683914184570e+00,2.629632711410522461e+00,8.872213363647460938e-01,2.244250774383544922e+00,2.163213491439819336e+00
-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.645490937500000000e+05,1.210500156250000000e+05,3.164712187500000000e+05,3.585512109375000000e+04,1.642510625000000000e+05,1.118208984375000000e+05,1.066029765625000000e+05,1.718299609375000000e+04,6.022880226373672485e-02,4.035429358482360840e-01,1.751611948013305664e+00,1.365606904029846191e+00,-1.201679706573486328e+00,-1.593526840209960938e+00,1.883772253990173340e+00,2.421709537506103516e+00
1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,6.093336718750000000e+04,1.296886171875000000e+05,9.437821093750000000e+04,7.612002441406250000e+03,3.402162109375000000e+04,3.071927539062500000e+04,1.810225585937500000e+04,7.509985351562500000e+03,-1.186888217926025391e+00,-2.119061708450317383e+00,-2.335093975067138672e+00,-1.640509068965911865e-01,-2.651931524276733398e+00,-3.075101375579833984e-01,2.538251876831054688e+00,1.363337635993957520e+00
-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.801461718750000000e+05,5.890363671875000000e+04,2.681458203125000000e+04,1.545950683593750000e+04,9.761816406250000000e+04,5.823460546875000000e+04,2.098155468750000000e+04,1.268654394531250000e+04,-1.222717165946960449e+00,-1.514374315738677979e-01,7.293878793716430664e-01,6.496867537498474121e-01,-1.459701210260391235e-01,2.950432777404785156e+00,2.802454233169555664e+00,3.037768840789794922e+00
-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,2.431869218750000000e+05,5.793257421875000000e+04,3.701695312500000000e+04,1.216653222656250000e+04,2.428183125000000000e+05,2.546478906250000000e+04,1.815273242187500000e+04,7.401914550781250000e+03,-5.509196966886520386e-02,-1.462894558906555176e+00,1.339292168617248535e+00,1.081199169158935547e+00,-2.804540872573852539e+00,2.968377113342285156e+00,-2.684968411922454834e-01,2.309964179992675781e+00
1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,6.686255468750000000e+04,1.433658007812500000e+04,1.445244335937500000e+04,1.017531933593750000e+04,6.370125390625000000e+04,1.275571093750000000e+04,1.224711230468750000e+04,8.103564453125000000e+03,3.137573003768920898e-01,4.928007721900939941e-01,-5.914569497108459473e-01,7.006465792655944824e-01,1.438424825668334961e+00,-1.630102038383483887e+00,-1.452849030494689941e+00,-1.732637763023376465e+00
-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,3.588645312500000000e+04,1.110492421875000000e+05,2.093929882812500000e+04,2.358791992187500000e+04,3.352276562500000000e+04,3.087286914062500000e+04,8.621431640625000000e+03,7.256767089843750000e+03,-3.733537793159484863e-01,-1.953335285186767578e+00,1.535148262977600098e+00,1.847388267517089844e+00,-1.883527636528015137e-01,2.839089393615722656e+00,2.904150009155273438e+00,2.678739309310913086e+00
1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.300000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,6.357250000000000000e+04,9.126725781250000000e+04,1.706468554687500000e+04,2.529517968750000000e+04,3.411097656250000000e+04,1.700467578125000000e+04,1.241554785156250000e+04,9.698697265625000000e+03,1.234419703483581543e+00,2.364657163619995117e+00,8.404479026794433594e-01,1.612797617912292480e+00,-2.294200062751770020e-01,2.466395854949951172e+00,2.831580400466918945e+00,-2.583117246627807617e+00
-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,4.376097265625000000e+04,6.107876953125000000e+04,2.056778710937500000e+04,7.319798828125000000e+03,4.342555859375000000e+04,4.302223046875000000e+04,1.981305468750000000e+04,7.208743652343750000e+03,-1.242091953754425049e-01,-8.868413567543029785e-01,2.750991582870483398e-01,1.747051924467086792e-01,2.410302639007568359e+00,-6.580498814582824707e-01,2.381576061248779297e+00,2.619800567626953125e+00
-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,5.124598750000000000e+05,3.847037812500000000e+05,1.547654531250000000e+05,5.385314843750000000e+04,1.584089375000000000e+05,9.475263281250000000e+04,7.362041406250000000e+04,2.422225781250000000e+04,1.842397212982177734e+00,2.078828096389770508e+00,1.374053955078125000e+00,1.437222361564636230e+00,-1.184448838233947754e+00,1.582517147064208984e+00,2.283406257629394531e+00,-2.645412445068359375e+00
-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.372493250000000000e+06,8.572051562500000000e+04,1.572986093750000000e+05,3.651640234375000000e+04,1.366031500000000000e+06,4.726226171875000000e+04,4.173498437500000000e+04,1.247727636718750000e+04,9.722715616226196289e-02,1.202026844024658203e+00,2.001870393753051758e+00,-1.736439466476440430e+00,-2.875156402587890625e+00,-1.352114439010620117e+00,1.116557478904724121e+00,-3.129923343658447266e+00
-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.115911562500000000e+05,4.877980859375000000e+04,3.205341796875000000e+04,2.759605078125000000e+04,9.435851562500000000e+04,3.795689062500000000e+04,1.417601074218750000e+04,1.297342968750000000e+04,5.955263376235961914e-01,-7.382796406745910645e-01,-1.456060171127319336e+00,-1.387416362762451172e+00,-2.109526395797729492e+00,6.882180571556091309e-01,1.030426144599914551e+00,9.402506351470947266e-01
1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,4.798911718750000000e+04,5.903677734375000000e+04,1.297533593750000000e+04,1.129774511718750000e+04,4.705460156250000000e+04,3.507921484375000000e+04,1.227169824218750000e+04,9.093827148437500000e+03,1.989592313766479492e-01,1.110735177993774414e+00,-3.370415866374969482e-01,-6.828634738922119141e-01,2.261252403259277344e-01,-2.899344921112060547e+00,2.283402442932128906e+00,2.284084081649780273e+00
-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,4.069476562500000000e+05,2.619183906250000000e+05,8.377327343750000000e+04,2.415762890625000000e+04,3.596055000000000000e+05,2.583720937500000000e+05,4.887430859375000000e+04,2.384928710937500000e+04,-5.076591372489929199e-01,-1.654947251081466675e-01,-1.133390784263610840e+00,1.606298685073852539e-01,2.804389238357543945e+00,-4.337533414363861084e-01,2.509887456893920898e+00,6.749150156974792480e-01
-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.057508906250000000e+05,5.450918359375000000e+04,3.554980078125000000e+04,2.050444335937500000e+04,7.431835156250000000e+04,5.339593359375000000e+04,2.891572851562500000e+04,1.259528417968750000e+04,-8.900504708290100098e-01,-2.038381248712539673e-01,-6.650564670562744141e-01,1.069012284278869629e+00,-3.696093857288360596e-01,2.962236642837524414e+00,9.495079517364501953e-01,-2.648327589035034180e+00
1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,5.234649062500000000e+05,1.827812031250000000e+05,1.519154199218750000e+04,1.104571484375000000e+04,5.218131875000000000e+05,9.786506250000000000e+04,1.233021289062500000e+04,9.466495117187500000e+03,-7.954452931880950928e-02,-1.236954212188720703e+00,6.687305569648742676e-01,5.697878003120422363e-01,-7.542710900306701660e-01,-1.333953738212585449e+00,2.419575691223144531e+00,-1.568129181861877441e+00
1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.100000000000000000e+01,1.300000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,1.224319375000000000e+05,2.405448593750000000e+05,3.494398828125000000e+04,2.728070507812500000e+04,6.598632812500000000e+04,4.096067187500000000e+04,3.213754882812500000e+04,1.797078125000000000e+04,-1.229138374328613281e+00,-2.456112146377563477e+00,-4.149306416511535645e-01,-9.783940911293029785e-01,3.031826019287109375e+00,-7.624582052230834961e-01,8.280307054519653320e-01,-1.719514608383178711e+00
-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,1.296458359375000000e+05,1.748795507812500000e+04,1.323051074218750000e+04,8.894853125000000000e+04,8.667975000000000000e+04,1.486758789062500000e+04,1.312634375000000000e+04,1.226330761718750000e+04,-9.585561752319335938e-01,-5.853207707405090332e-01,-1.258985251188278198e-01,-2.669806480407714844e+00,9.863813519477844238e-01,-1.963119149208068848e+00,-2.731448650360107422e+00,-2.101120471954345703e+00
